"sno","state","category","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
79,"Puducherry",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9175257731959,56.7415730337079,55.0421052631579,47.2244897959184,49.6911764705882,58,46.9654471546341,50.2112676056338,50.4318181818182,45.8510638297872,42.2846715328467,37.3109756097561
80,"Puducherry",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.063829787234,45.7243243243243,7.78609625668449,44.0533980582524,22.8117647058824,39.9523809523809,33.2709055880347,38.16875,37.6774193548387,40.1857923497268,38.7765151515151,33.4166666666667
81,"Puducherry",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Punjab",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.114942528736,223.482978723404,203.214132762313,149.271728271728,130.982638888889,141.715053763441,124.827272727273,187.293320425944,172.954410307235,178.548236024845,159.062686567164,133.271199388846,129.728424386382
83,"Punjab",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.68932038835,243.507142857143,149.390092879257,149.961839530333,144.956678700361,162.553493449782,155.786276715411,160.663541666667,157.026248941575,146.921477695167,145.526970954357,130.629261363636,111.643222506394
84,"Punjab",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"Rajasthan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.716636197441,105.983263598326,131.089238845144,123.148802017654,138.970695970696,141.007594936709,185.415963718095,183.888423988842,176.074437086093,202.660329531052,184.559708510014,171.18347509113
86,"Rajasthan",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8244620611552,103.230769230769,115.589968152866,108.980182926829,122.810871183917,122.964968152866,152.271936556992,151.066403162055,159.953333333333,153.545713545509,146.245672017403,151.116555308092
87,"Rajasthan",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Sikkim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"Sikkim",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
90,"Sikkim",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
